2016/01/04,19400,19520,18950,19030,145642,19030
2016/01/05,18950,19110,18880,18920,38649,18920
2016/01/06,18930,19020,18610,18790,72197,18790
2016/01/07,18680,19000,18320,18330,66497,18330
2016/01/08,18150,18530,18070,18270,91575,18270
2016/01/12,17970,18090,17720,17800,57536,17800
2016/01/13,17980,18140,17870,18110,31778,18110
2016/01/14,17610,17690,17330,17660,57612,17660
2016/01/15,17950,18020,17460,17550,31041,17550
2016/01/18,17150,17440,17050,17350,55393,17350
2016/01/19,17300,17490,17190,17450,48332,17450
2016/01/20,17440,17440,16760,16810,93016,16810
2016/01/21,16880,17130,16390,16410,103939,16410
2016/01/22,16960,17390,16840,17330,56519,17330
2016/01/25,17560,17610,17310,17510,65354,17510
2016/01/26,17200,17210,17030,17090,48674,17090
2016/01/27,17420,17650,17350,17530,38605,17530
2016/01/28,17440,17640,17320,17460,29208,17460
2016/01/29,17490,18230,17120,17930,178211,17930
2016/02/01,18240,18320,18100,18300,54286,18300
2016/02/02,18070,18280,18070,18140,22848,18140
2016/02/03,17830,17860,17470,17610,51474,17610
2016/02/04,17450,17600,17330,17410,53248,17410
2016/02/05,17180,17290,16990,17220,56820,17220
2016/02/08,16990,17490,16930,17400,75419,17400
2016/02/09,16740,16780,16400,16480,112969,16480
2016/02/10,16510,16540,15780,16060,137860,16060
2016/02/12,15540,15630,15210,15310,188678,15310
2016/02/15,15890,16530,15850,16370,64380,16370
2016/02/16,16230,16710,16190,16420,81167,16420
2016/02/17,16360,16580,15980,16200,55709,16200
2016/02/18,16650,16710,16470,16550,47536,16550
2016/02/19,16350,16400,16160,16350,122382,16350
2016/02/22,16210,16560,16170,16480,145947,16480
2016/02/23,16570,16720,16360,16440,82756,16440
2016/02/24,16220,16380,16100,16290,49816,16290
2016/02/25,16340,16600,16320,16510,38746,16510
2016/02/26,16710,16850,16570,16590,66095,16590
2016/02/29,16730,16850,16420,16420,56621,16420
2016/03/01,16370,16480,16230,16470,41082,16470
2016/03/02,16930,17210,16850,17140,48249,17140
2016/03/03,17100,17350,17070,17340,29160,17340
2016/03/04,17320,17450,17260,17420,80078,17420
2016/03/07,17450,17450,17300,17330,31415,17330
2016/03/08,17300,17320,16960,17150,113205,17150
2016/03/09,17050,17100,16880,17020,39253,17020
2016/03/10,17170,17280,17100,17250,30268,17250
2016/03/11,16980,17430,16950,17350,105770,17350
2016/03/14,17630,17700,17550,17640,39184,17640
2016/03/15,17620,17690,17430,17490,28443,17490
2016/03/16,17390,17500,17340,17370,24172,17370
2016/03/17,17490,17640,17210,17310,34037,17310
2016/03/18,17290,17320,17000,17120,40945,17120
2016/03/22,17350,17500,17250,17420,34247,17420
2016/03/23,17440,17540,17350,17410,47947,17410
2016/03/24,17350,17440,17240,17270,27048,17270
2016/03/25,17330,17420,17290,17400,22038,17400
2016/03/28,17510,17560,17350,17490,21016,17490
2016/03/29,17490,17660,17470,17640,41285,17640
2016/03/30,17600,17600,17380,17380,33529,17380
2016/03/31,17550,17560,17280,17300,47922,17300
2016/04/01,17230,17240,16610,16650,175024,16650
2016/04/04,16580,16750,16520,16620,32493,16620
2016/04/05,16560,16560,16180,16210,58066,16210
2016/04/06,16200,16320,16090,16220,37747,16220
2016/04/07,16220,16360,16090,16230,68322,16230
2016/04/08,15950,16530,15940,16330,63624,16330
2016/04/11,16230,16270,16010,16270,48158,16270
2016/04/12,16210,16460,16190,16440,44355,16440
2016/04/13,16670,16920,16640,16880,30541,16880
2016/04/14,17180,17430,17130,17400,207237,17400
2016/04/15,17220,17460,17220,17350,49947,17350
2016/04/18,16780,16950,16750,16770,59658,16770
2016/04/19,17270,17430,17240,17390,48455,17390
2016/04/20,17570,17620,17390,17440,51556,17440
2016/04/21,17820,17920,17710,17870,61113,17870
2016/04/22,17740,18120,17710,18110,102186,18110
2016/04/25,18190,18190,17930,17990,69091,17990
2016/04/26,17910,17970,17740,17890,29665,17890
2016/04/27,17920,17970,17770,17830,58632,17830
2016/04/28,17990,18110,17100,17180,129125,17180
2016/05/02,16480,16660,16460,16650,44183,16650
2016/05/06,16710,16780,16480,16610,38510,16610
2016/05/09,16750,16800,16650,16730,18373,16730
2016/05/10,16800,17090,16730,17090,46294,17090
2016/05/11,17260,17340,17040,17070,36193,17070
2016/05/12,16960,17170,16870,17160,38498,17160
2016/05/13,17230,17300,16910,16920,34737,16920
2016/05/16,16930,17150,16910,16950,24607,16950
2016/05/17,17150,17170,17020,17170,25203,17170
2016/05/18,17120,17310,17030,17180,43246,17180
2016/05/19,17320,17360,17100,17150,26413,17150
2016/05/20,17130,17300,17060,17260,19570,17260
2016/05/23,17210,17210,16930,17170,36033,17170
2016/05/24,17110,17110,16980,17000,16873,17000
2016/05/25,17320,17330,17240,17290,43597,17290
2016/05/26,17460,17490,17250,17290,25721,17290
2016/05/27,17360,17420,17310,17370,21554,17370
2016/05/30,17500,17590,17430,17590,51554,17590
2016/05/31,17550,17780,17510,17770,102877,17770
