2016/01/04,4335,4345,4195,4200,1049,4200
2016/01/05,4225,4225,4140,4155,737,4155
2016/01/06,4145,4145,4050,4065,1293,4065
2016/01/07,4040,4065,3960,3975,1950,3975
2016/01/08,3945,4040,3930,3960,1170,3960
2016/01/12,3930,3930,3885,3885,1021,3885
2016/01/13,3915,4010,3915,3985,338,3985
2016/01/14,3875,3890,3855,3875,693,3875
2016/01/15,3875,3930,3875,3880,373,3880
2016/01/18,3765,3780,3755,3765,953,3765
2016/01/19,3765,3805,3740,3800,406,3800
2016/01/20,3820,3830,3740,3745,674,3745
2016/01/21,3720,3780,3680,3715,554,3715
2016/01/22,3820,3820,3755,3805,606,3805
2016/01/25,3895,3940,3895,3900,74,3900
2016/01/26,3805,3835,3780,3790,132,3790
2016/01/27,3875,3910,3820,3850,344,3850
2016/01/28,3880,3930,3815,3815,316,3815
2016/01/29,3855,3970,3825,3955,553,3955
2016/02/01,4025,4045,3955,4010,1197,4010
2016/02/02,4015,4015,3925,3925,1636,3925
2016/02/03,3855,3875,3790,3805,946,3805
2016/02/04,3780,3825,3780,3815,121,3815
2016/02/05,3775,3780,3755,3755,628,3755
2016/02/08,3750,3770,3725,3750,346,3750
2016/02/09,3635,3645,3565,3600,2044,3600
2016/02/10,3590,3600,3495,3500,1331,3500
2016/02/12,3450,3465,3410,3410,704,3410
2016/02/15,3510,3550,3510,3535,481,3535
2016/02/16,3585,3640,3555,3640,247,3640
2016/02/17,3610,3670,3560,3565,183,3565
2016/02/18,3685,3685,3600,3685,67,3685
2016/02/19,3640,3640,3545,3605,469,3605
2016/02/22,3580,3635,3540,3610,591,3610
2016/02/23,3620,3625,3600,3600,237,3600
2016/02/24,3550,3550,3505,3525,222,3525
2016/02/25,3540,3540,3520,3530,344,3530
2016/02/26,3595,3600,3580,3580,79,3580
2016/02/29,3600,3600,3575,3575,86,3575
2016/03/01,3565,3565,3550,3560,312,3560
2016/03/02,3700,3705,3620,3695,410,3695
2016/03/03,3700,3735,3695,3710,144,3710
2016/03/04,3745,3755,3730,3735,568,3735
2016/03/07,3800,3800,3725,3755,168,3755
2016/03/08,3755,3755,3720,3725,229,3725
2016/03/09,3705,3705,3690,3700,509,3700
2016/03/10,3730,3745,3710,3735,47,3735
2016/03/11,3765,3790,3735,3775,131,3775
2016/03/14,3845,3900,3805,3875,750,3875
2016/03/15,3890,3890,3850,3870,303,3870
2016/03/16,3870,3870,3820,3850,32,3850
2016/03/17,3885,3885,3835,3850,62,3850
2016/03/18,3815,3820,3795,3810,235,3810
2016/03/22,3855,3855,3810,3825,199,3825
2016/03/23,3865,3865,3815,3815,32,3815
2016/03/24,3815,3820,3765,3795,160,3795
2016/03/25,3815,3830,3815,3830,6,3830
2016/03/28,3790,3805,3770,3770,151,3770
2016/03/29,3830,3830,3790,3790,1439,3790
2016/03/30,3830,3830,3800,3800,290,3800
2016/03/31,3850,3850,3835,3850,27,3850
2016/04/01,3830,3830,3800,3800,78,3800
2016/04/04,3790,3790,3725,3735,193,3735
2016/04/05,3725,3725,3680,3680,303,3680
2016/04/06,3650,3650,3615,3615,327,3615
2016/04/07,3645,3645,3620,3625,260,3625
2016/04/08,3515,3640,3510,3605,1841,3605
2016/04/11,3650,3650,3625,3630,76,3630
2016/04/12,3900,3900,3830,3830,301,3830
2016/04/13,3825,3895,3695,3835,215,3835
2016/04/14,3875,3880,3715,3850,970,3850
2016/04/15,3860,3890,3860,3875,62,3875
2016/04/18,3840,3840,3840,3840,11,3840
2016/04/19,3880,3890,3860,3875,6,3875
2016/04/20,3845,3890,3825,3890,399,3890
2016/04/21,3890,3910,3870,3895,1224,3895
2016/04/22,3885,3890,3860,3880,63,3880
2016/04/25,3950,3950,3915,3940,225,3940
2016/04/26,3915,3940,3875,3940,21,3940
2016/04/27,3945,3960,3850,3960,55,3960
2016/04/28,3950,3970,3870,3870,127,3870
2016/05/02,3825,3865,3750,3865,302,3865
2016/05/06,3700,3735,3700,3730,157,3730
2016/05/09,3730,3755,3705,3715,38,3715
2016/05/10,3825,3845,3715,3720,163,3720
2016/05/11,3735,3810,3735,3810,319,3810
2016/05/12,3805,3810,3745,3760,30,3760
2016/05/13,3780,3820,3680,3695,455,3695
2016/05/16,3695,3720,3695,3705,25,3705
2016/05/17,3705,3805,3705,3805,137,3805
2016/05/18,3740,3740,3715,3740,19,3740
2016/05/19,3715,3810,3715,3810,19,3810
2016/05/20,3740,3810,3730,3810,5,3810
2016/05/23,3810,3810,3705,3805,179,3805
2016/05/24,3800,3800,3665,3665,325,3665
2016/05/25,3800,3825,3800,3820,24,3820
2016/05/26,3830,3835,3830,3835,42,3835
2016/05/27,3910,3910,3855,3880,316,3880
2016/05/30,4020,4020,3905,3940,312,3940
2016/05/31,4000,4030,3970,3985,251,3985
