2016/01/04,33000,33000,30450,30650,2582,30650
2016/01/05,30750,31200,30100,30250,4591,30250
2016/01/06,30500,30700,30050,30200,2026,30200
2016/01/07,30150,30250,28400,28430,2708,28430
2016/01/08,28430,29300,28400,28970,3438,28970
2016/01/12,28000,28400,27670,27850,1971,27850
2016/01/13,27830,28280,27830,27840,659,27840
2016/01/14,27100,27560,26750,27410,1313,27410
2016/01/15,27500,28010,26600,27180,1647,27180
2016/01/18,26120,26970,26070,26650,1333,26650
2016/01/19,26150,27490,26150,27430,1382,27430
2016/01/20,27590,27890,26560,26600,2056,26600
2016/01/21,26700,27240,26440,26470,1442,26470
2016/01/22,26770,27370,26570,27120,1237,27120
2016/01/25,27270,27600,27150,27240,918,27240
2016/01/26,26740,27170,26500,26500,1868,26500
2016/01/27,26460,26980,26450,26550,948,26550
2016/01/28,26500,26900,26500,26720,740,26720
2016/01/29,26600,27460,26600,27040,757,27040
2016/02/01,28850,28850,27180,27300,1182,27300
2016/02/02,27530,27650,26920,27620,913,27620
2016/02/03,26850,27570,26800,26930,501,26930
2016/02/04,26830,27330,26830,27130,400,27130
2016/02/05,26700,27240,26600,27000,388,27000
2016/02/08,26900,26980,26560,26980,83,26980
2016/02/09,26470,26470,26000,26200,955,26200
2016/02/10,26470,26470,25000,25800,715,25800
2016/02/12,24300,24800,24010,24290,2788,24290
2016/02/15,25000,25850,25000,25130,1723,25130
2016/02/16,25630,26290,25130,26200,1324,26200
2016/02/17,25420,25860,25380,25420,3106,25420
2016/02/18,25700,25920,25530,25530,435,25530
2016/02/19,25280,25580,25120,25480,143,25480
2016/02/22,25580,26290,25580,26240,1571,26240
2016/02/23,26300,26490,25770,25850,497,25850
2016/02/24,25750,25750,25430,25610,223,25610
2016/02/25,25820,25890,25020,25150,677,25150
2016/02/26,25200,25230,24640,25000,719,25000
2016/02/29,25670,25700,24450,24450,482,24450
2016/03/01,24800,24980,24450,24840,408,24840
2016/03/02,25550,25710,25110,25690,1065,25690
2016/03/03,25750,26000,25620,25780,904,25780
2016/03/04,25980,26490,25850,26410,786,26410
2016/03/07,26730,26960,26520,26680,580,26680
2016/03/08,26710,26820,25620,26350,984,26350
2016/03/09,26480,26510,25770,25860,491,25860
2016/03/10,26320,26480,26130,26250,672,26250
2016/03/11,26010,26380,25790,26290,118,26290
2016/03/14,26600,26980,26460,26880,646,26880
2016/03/15,26780,26780,26200,26340,317,26340
2016/03/16,26250,26550,26170,26540,143,26540
2016/03/17,26580,26870,26500,26500,219,26500
2016/03/18,26860,26980,26500,26950,428,26950
2016/03/22,27320,27700,27150,27320,694,27320
2016/03/23,27250,27380,26910,26980,396,26980
2016/03/24,27080,27080,26750,26750,110,26750
2016/03/25,26310,27000,26310,27000,92,27000
2016/03/28,26650,27160,26220,26700,400,26700
2016/03/29,27070,27070,26450,26680,426,26680
2016/03/30,26680,26900,26500,26720,211,26720
2016/03/31,26930,27100,26650,26650,594,26650
2016/04/01,26750,26750,26200,26280,385,26280
2016/04/04,26100,26590,26100,26270,135,26270
2016/04/05,26040,26500,26040,26400,443,26400
2016/04/06,26150,26300,25700,25700,482,25700
2016/04/07,25550,26090,25310,25350,201,25350
2016/04/08,25170,25200,25060,25200,347,25200
2016/04/11,25660,25660,25050,25260,484,25260
2016/04/12,25450,25450,25150,25190,156,25190
2016/04/13,25350,26300,25350,25900,575,25900
2016/04/14,26400,26500,25660,26000,382,26000
2016/04/15,26380,26380,25770,26040,143,26040
2016/04/18,25550,25550,25150,25310,311,25310
2016/04/19,25810,25810,25200,25450,549,25450
2016/04/20,25550,25550,25090,25370,621,25370
2016/04/21,25270,25700,25270,25700,534,25700
2016/04/22,25490,25640,25200,25630,440,25630
2016/04/25,25130,25720,25130,25700,574,25700
2016/04/26,25390,25690,25310,25600,184,25600
2016/04/27,25600,25600,25320,25600,348,25600
2016/04/28,25600,25600,25050,25200,187,25200
2016/05/02,24700,24870,24580,24740,273,24740
2016/05/06,24600,24660,24500,24510,463,24510
2016/05/09,24260,24560,24220,24220,689,24220
2016/05/10,24160,24550,24160,24430,200,24430
2016/05/11,24250,24500,24250,24370,158,24370
2016/05/12,24210,24440,24000,24430,568,24430
2016/05/13,24430,24430,24250,24260,56,24260
2016/05/16,24170,24260,24000,24260,209,24260
2016/05/17,24270,24400,24050,24400,149,24400
2016/05/18,24200,24330,24000,24240,375,24240
2016/05/19,24240,24590,24170,24450,366,24450
2016/05/20,24150,24390,24100,24350,204,24350
2016/05/23,24020,24350,24000,24250,558,24250
2016/05/24,24250,24290,23910,24100,241,24100
2016/05/25,24140,24220,23990,24210,506,24210
2016/05/26,24100,24110,23880,24030,333,24030
2016/05/27,23950,24180,23950,24110,159,24110
2016/05/30,24110,24380,24040,24380,359,24380
2016/05/31,24370,24790,24190,24790,996,24790
