2016/01/04,2429,2429,2404,2404,70,2404
2016/01/05,2399,2426,2310,2426,70,2426
2016/01/07,2376,2376,2320,2320,100,2320
2016/01/08,2270,2270,2270,2270,100,2270
2016/01/12,2286,2286,2279,2279,60,2279
2016/01/13,2278,2290,2277,2290,60,2290
2016/01/14,2296,2296,2246,2246,3030,2246
2016/01/15,2296,2296,2296,2296,50,2296
2016/01/18,2246,2246,2246,2246,30,2246
2016/01/19,2246,2255,2246,2255,30,2255
2016/01/20,2244,2244,2200,2206,60,2206
2016/01/21,2200,2200,2200,2200,20,2200
2016/01/22,2214,2250,2214,2250,150,2250
2016/01/25,2294,2320,2293,2320,30,2320
2016/01/26,2276,2276,2276,2276,10,2276
2016/01/28,2292,2292,2292,2292,300,2292
2016/01/29,2342,2342,2342,2342,10,2342
2016/02/01,2363,2363,2363,2363,120,2363
2016/02/03,2279,2279,2279,2279,10,2279
2016/02/04,2229,2279,2229,2279,20,2279
2016/02/08,2315,2315,2315,2315,10,2315
2016/02/12,2200,2200,2128,2128,80,2128
2016/02/15,2175,2175,2175,2175,10,2175
2016/02/16,2208,2208,2208,2208,10,2208
2016/02/18,2210,2210,2210,2210,50,2210
2016/02/22,2173,2173,2173,2173,10,2173
2016/02/23,2199,2199,2149,2149,200,2149
2016/02/24,2152,2152,2152,2152,10,2152
2016/03/04,2266,2266,2266,2266,10,2266
2016/03/07,2315,2315,2315,2315,10,2315
2016/03/09,2250,2250,2250,2250,10,2250
2016/03/10,2290,2290,2290,2290,10,2290
2016/03/14,2341,2342,2341,2342,30,2342
2016/03/15,2349,2349,2349,2349,210,2349
2016/03/16,2323,2323,2323,2323,1000,2323
2016/03/22,2391,2391,2391,2391,10,2391
2016/03/23,2400,2408,2400,2408,130,2408
2016/03/24,2386,2386,2386,2386,30,2386
2016/03/30,2429,2429,2429,2429,10,2429
2016/03/31,2444,2450,2444,2450,50,2450
2016/04/01,2450,2450,2422,2422,20,2422
2016/04/05,2366,2366,2366,2366,10,2366
2016/04/06,2325,2325,2325,2325,10,2325
2016/04/07,2331,2331,2306,2306,40,2306
2016/04/08,2278,2301,2278,2301,30,2301
2016/04/11,2292,2292,2292,2292,10,2292
2016/04/12,2250,2250,2250,2250,10,2250
2016/04/13,2257,2257,2257,2257,10,2257
2016/04/14,2360,2367,2360,2367,150,2367
2016/04/15,2320,2370,2320,2370,20,2370
2016/04/18,2320,2320,2320,2320,20,2320
2016/04/19,2400,2400,2400,2400,10,2400
2016/04/20,2450,2450,2422,2422,30,2422
2016/04/25,2372,2446,2372,2437,1530,2437
2016/04/26,2300,2426,2300,2426,70,2426
2016/05/02,2376,2376,2273,2273,70,2273
2016/05/09,2238,2238,2229,2229,30,2229
2016/05/11,2249,2249,2249,2249,70,2249
2016/05/16,2213,2213,2213,2213,50,2213
2016/05/18,2210,2210,2177,2177,100,2177
2016/05/25,2210,2320,2210,2219,1530,2219
